Hospital Name,Provider Number,State,Measure Name,Number of Discharges,Footnote,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
AVERA SACRED HEART HOSPITAL,430012,SD,READM-30-PN-HRRP,364,,0.8773,12.7496,14.5333,40,1-Jul-12,30-Jun-15
AVERA QUEEN OF PEACE,430013,SD,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
AVERA QUEEN OF PEACE,430013,SD,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
AVERA QUEEN OF PEACE,430013,SD,READM-30-COPD-HRRP,Not Available,,0.9536,16.7503,17.5655,Too Few to Report,1-Jul-12,30-Jun-15
AVERA QUEEN OF PEACE,430013,SD,READM-30-HF-HRRP,143,,0.8965,17.8143,19.8705,19,1-Jul-12,30-Jun-15
AVERA QUEEN OF PEACE,430013,SD,READM-30-HIP-KNEE-HRRP,Not Available,,0.9015,3.8694,4.2924,Too Few to Report,1-Jul-12,30-Jun-15
AVERA QUEEN OF PEACE,430013,SD,READM-30-PN-HRRP,386,,0.7819,11.6812,14.9394,33,1-Jul-12,30-Jun-15
AVERA ST LUKES,430014,SD,READM-30-AMI-HRRP,127,,0.9651,16.6105,17.2113,19,1-Jul-12,30-Jun-15
AVERA ST LUKES,430014,SD,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
AVERA ST LUKES,430014,SD,READM-30-COPD-HRRP,161,,0.8844,17.4213,19.6987,20,1-Jul-12,30-Jun-15
AVERA ST LUKES,430014,SD,READM-30-HF-HRRP,244,,0.9521,21.3173,22.3903,49,1-Jul-12,30-Jun-15
AVERA ST LUKES,430014,SD,READM-30-HIP-KNEE-HRRP,Not Available,,0.908,5.4469,5.9991,Too Few to Report,1-Jul-12,30-Jun-15
AVERA ST LUKES,430014,SD,READM-30-PN-HRRP,394,,0.8127,14.6197,17.9889,47,1-Jul-12,30-Jun-15
AVERA ST MARY'S HOSPITAL,430015,SD,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
AVERA ST MARY'S HOSPITAL,430015,SD,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
AVERA ST MARY'S HOSPITAL,430015,SD,READM-30-COPD-HRRP,Not Available,,0.9612,15.2693,15.885,Too Few to Report,1-Jul-12,30-Jun-15
AVERA ST MARY'S HOSPITAL,430015,SD,READM-30-HF-HRRP,Not Available,,0.9597,17.5046,18.2396,Too Few to Report,1-Jul-12,30-Jun-15
AVERA ST MARY'S HOSPITAL,430015,SD,READM-30-HIP-KNEE-HRRP,Not Available,,0.8667,3.8405,4.4311,Too Few to Report,1-Jul-12,30-Jun-15
AVERA ST MARY'S HOSPITAL,430015,SD,READM-30-PN-HRRP,186,,0.8332,12.3167,14.7826,14,1-Jul-12,30-Jun-15
AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER,430016,SD,READM-30-AMI-HRRP,84,,0.972,15.026,15.4586,11,1-Jul-12,30-Jun-15
AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER,430016,SD,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER,430016,SD,READM-30-COPD-HRRP,376,,0.8639,16.6247,19.2447,53,1-Jul-12,30-Jun-15
AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER,430016,SD,READM-30-HF-HRRP,443,,0.8471,17.8053,21.0179,69,1-Jul-12,30-Jun-15
AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER,430016,SD,READM-30-HIP-KNEE-HRRP,810,,0.9097,4.5499,5.0018,35,1-Jul-12,30-Jun-15
AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER,430016,SD,READM-30-PN-HRRP,683,,0.7752,12.8447,16.5701,75,1-Jul-12,30-Jun-15
SANFORD USD MEDICAL CENTER,430027,SD,READM-30-AMI-HRRP,504,,0.8802,13.5458,15.3901,61,1-Jul-12,30-Jun-15
SANFORD USD MEDICAL CENTER,430027,SD,READM-30-CABG-HRRP,179,,0.8888,11.7702,13.2433,17,1-Jul-12,30-Jun-15
SANFORD USD MEDICAL CENTER,430027,SD,READM-30-COPD-HRRP,430,,0.9492,18.9489,19.9633,78,1-Jul-12,30-Jun-15
SANFORD USD MEDICAL CENTER,430027,SD,READM-30-HF-HRRP,661,,0.9426,20.5162,21.7657,132,1-Jul-12,30-Jun-15
SANFORD USD MEDICAL CENTER,430027,SD,READM-30-HIP-KNEE-HRRP,945,,0.8255,3.8874,4.7091,33,1-Jul-12,30-Jun-15
SANFORD USD MEDICAL CENTER,430027,SD,READM-30-PN-HRRP,737,,0.8982,15.1236,16.8377,106,1-Jul-12,30-Jun-15
SPEARFISH REGIONAL HOSPITAL,430048,SD,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
SPEARFISH REGIONAL HOSPITAL,430048,SD,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
SPEARFISH REGIONAL HOSPITAL,430048,SD,READM-30-COPD-HRRP,Not Available,,0.9269,16.1477,17.4217,Too Few to Report,1-Jul-12,30-Jun-15
SPEARFISH REGIONAL HOSPITAL,430048,SD,READM-30-HF-HRRP,Not Available,,1.0082,17.3961,17.2538,Too Few to Report,1-Jul-12,30-Jun-15
SPEARFISH REGIONAL HOSPITAL,430048,SD,READM-30-HIP-KNEE-HRRP,Not Available,,0.9063,3.5373,3.9032,Too Few to Report,1-Jul-12,30-Jun-15
SPEARFISH REGIONAL HOSPITAL,430048,SD,READM-30-PN-HRRP,Not Available,,0.897,12.2106,13.6131,Too Few to Report,1-Jul-12,30-Jun-15
RAPID CITY REGIONAL HOSPITAL,430077,SD,READM-30-AMI-HRRP,473,,1.0212,14.7556,14.4486,71,1-Jul-12,30-Jun-15
RAPID CITY REGIONAL HOSPITAL,430077,SD,READM-30-CABG-HRRP,Not Available,,0.9579,13.7218,14.3246,Too Few to Report,1-Jul-12,30-Jun-15
RAPID CITY REGIONAL HOSPITAL,430077,SD,READM-30-COPD-HRRP,452,,0.9168,16.0504,17.5062,67,1-Jul-12,30-Jun-15
RAPID CITY REGIONAL HOSPITAL,430077,SD,READM-30-HF-HRRP,645,,0.8285,16.5999,20.0372,96,1-Jul-12,30-Jun-15
RAPID CITY REGIONAL HOSPITAL,430077,SD,READM-30-HIP-KNEE-HRRP,Not Available,,1.0754,7.7432,7.2001,Too Few to Report,1-Jul-12,30-Jun-15
RAPID CITY REGIONAL HOSPITAL,430077,SD,READM-30-PN-HRRP,772,,0.9082,14.3593,15.8112,106,1-Jul-12,30-Jun-15
PHS INDIAN HOSPITAL AT PINE RIDGE,430081,SD,READM-30-AMI-HRRP,0,7,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
PHS INDIAN HOSPITAL AT PINE RIDGE,430081,SD,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
PHS INDIAN HOSPITAL AT PINE RIDGE,430081,SD,READM-30-COPD-HRRP,Not Available,,1.0414,19.693,18.9098,Too Few to Report,1-Jul-12,30-Jun-15
PHS INDIAN HOSPITAL AT PINE RIDGE,430081,SD,READM-30-HF-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
PHS INDIAN HOSPITAL AT PINE RIDGE,430081,SD,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
PHS INDIAN HOSPITAL AT PINE RIDGE,430081,SD,READM-30-PN-HRRP,Not Available,,0.9912,14.6326,14.7621,Too Few to Report,1-Jul-12,30-Jun-15
PHS INDIAN HOSPITAL AT RAPID CITY - SIOUX SAN,430082,SD,READM-30-AMI-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
PHS INDIAN HOSPITAL AT RAPID CITY - SIOUX SAN,430082,SD,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
PHS INDIAN HOSPITAL AT RAPID CITY - SIOUX SAN,430082,SD,READM-30-COPD-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
PHS INDIAN HOSPITAL AT RAPID CITY - SIOUX SAN,430082,SD,READM-30-HF-HRRP,0,7,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
PHS INDIAN HOSPITAL AT RAPID CITY - SIOUX SAN,430082,SD,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
PHS INDIAN HOSPITAL AT RAPID CITY - SIOUX SAN,430082,SD,READM-30-PN-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
PHS INDIAN HOSPITAL AT EAGLE BUTTE,430083,SD,READM-30-AMI-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
PHS INDIAN HOSPITAL AT EAGLE BUTTE,430083,SD,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
PHS INDIAN HOSPITAL AT EAGLE BUTTE,430083,SD,READM-30-COPD-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
PHS INDIAN HOSPITAL AT EAGLE BUTTE,430083,SD,READM-30-HF-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
PHS INDIAN HOSPITAL AT EAGLE BUTTE,430083,SD,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
PHS INDIAN HOSPITAL AT EAGLE BUTTE,430083,SD,READM-30-PN-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
PHS INDIAN HOSPITAL AT ROSEBUD,430084,SD,READM-30-AMI-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
PHS INDIAN HOSPITAL AT ROSEBUD,430084,SD,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
PHS INDIAN HOSPITAL AT ROSEBUD,430084,SD,READM-30-COPD-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
PHS INDIAN HOSPITAL AT ROSEBUD,430084,SD,READM-30-HF-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
PHS INDIAN HOSPITAL AT ROSEBUD,430084,SD,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
PHS INDIAN HOSPITAL AT ROSEBUD,430084,SD,READM-30-PN-HRRP,Not Available,,0.9903,18.6623,18.8455,Too Few to Report,1-Jul-12,30-Jun-15
DUNES SURGICAL HOSPITAL,430089,SD,READM-30-AMI-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
DUNES SURGICAL HOSPITAL,430089,SD,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
DUNES SURGICAL HOSPITAL,430089,SD,READM-30-COPD-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
DUNES SURGICAL HOSPITAL,430089,SD,READM-30-HF-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
DUNES SURGICAL HOSPITAL,430089,SD,READM-30-HIP-KNEE-HRRP,745,,0.8049,3.3809,4.2003,21,1-Jul-12,30-Jun-15
DUNES SURGICAL HOSPITAL,430089,SD,READM-30-PN-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
SIOUX FALLS SPECIALTY HOSPITAL LLP,430090,SD,READM-30-AMI-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
SIOUX FALLS SPECIALTY HOSPITAL LLP,430090,SD,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
SIOUX FALLS SPECIALTY HOSPITAL LLP,430090,SD,READM-30-COPD-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
SIOUX FALLS SPECIALTY HOSPITAL LLP,430090,SD,READM-30-HF-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
SIOUX FALLS SPECIALTY HOSPITAL LLP,430090,SD,READM-30-HIP-KNEE-HRRP,972,,0.756,3.0212,3.9963,24,1-Jul-12,30-Jun-15
SIOUX FALLS SPECIALTY HOSPITAL LLP,430090,SD,READM-30-PN-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
BLACK HILLS SURGICAL HOSPITAL LLP,430091,SD,READM-30-AMI-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
BLACK HILLS SURGICAL HOSPITAL LLP,430091,SD,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
BLACK HILLS SURGICAL HOSPITAL LLP,430091,SD,READM-30-COPD-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
BLACK HILLS SURGICAL HOSPITAL LLP,430091,SD,READM-30-HF-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
BLACK HILLS SURGICAL HOSPITAL LLP,430091,SD,READM-30-HIP-KNEE-HRRP,872,,0.6989,2.7342,3.9124,17,1-Jul-12,30-Jun-15
BLACK HILLS SURGICAL HOSPITAL LLP,430091,SD,READM-30-PN-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
SAME DAY SURGERY CENTER LLC,430093,SD,READM-30-AMI-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
SAME DAY SURGERY CENTER LLC,430093,SD,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
SAME DAY SURGERY CENTER LLC,430093,SD,READM-30-COPD-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
SAME DAY SURGERY CENTER LLC,430093,SD,READM-30-HF-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
SAME DAY SURGERY CENTER LLC,430093,SD,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
SAME DAY SURGERY CENTER LLC,430093,SD,READM-30-PN-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
AVERA HEART HOSPITAL OF SOUTH DAKOTA,430095,SD,READM-30-AMI-HRRP,590,,0.8278,10.9066,13.1755,54,1-Jul-12,30-Jun-15
AVERA HEART HOSPITAL OF SOUTH DAKOTA,430095,SD,READM-30-CABG-HRRP,255,,0.7808,10.7738,13.7977,19,1-Jul-12,30-Jun-15
AVERA HEART HOSPITAL OF SOUTH DAKOTA,430095,SD,READM-30-COPD-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
AVERA HEART HOSPITAL OF SOUTH DAKOTA,430095,SD,READM-30-HF-HRRP,273,,0.8267,16.5538,20.023,34,1-Jul-12,30-Jun-15
AVERA HEART HOSPITAL OF SOUTH DAKOTA,430095,SD,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
AVERA HEART HOSPITAL OF SOUTH DAKOTA,430095,SD,READM-30-PN-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
LEWIS AND CLARK SPECIALTY HOSPITAL,430096,SD,READM-30-AMI-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
LEWIS AND CLARK SPECIALTY HOSPITAL,430096,SD,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
LEWIS AND CLARK SPECIALTY HOSPITAL,430096,SD,READM-30-COPD-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
LEWIS AND CLARK SPECIALTY HOSPITAL,430096,SD,READM-30-HF-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
LEWIS AND CLARK SPECIALTY HOSPITAL,430096,SD,READM-30-HIP-KNEE-HRRP,Not Available,,0.9923,3.8391,3.8688,Too Few to Report,1-Jul-12,30-Jun-15
LEWIS AND CLARK SPECIALTY HOSPITAL,430096,SD,READM-30-PN-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
SANFORD ABERDEEN MEDICAL CENTER,430097,SD,READM-30-AMI-HRRP,Not Available,,0.9642,15.5484,16.1255,Too Few to Report,1-Jul-12,30-Jun-15
SANFORD ABERDEEN MEDICAL CENTER,430097,SD,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
SANFORD ABERDEEN MEDICAL CENTER,430097,SD,READM-30-COPD-HRRP,78,,0.9576,20.3939,21.2974,13,1-Jul-12,30-Jun-15
SANFORD ABERDEEN MEDICAL CENTER,430097,SD,READM-30-HF-HRRP,92,,0.9693,21.6484,22.3331,18,1-Jul-12,30-Jun-15
SANFORD ABERDEEN MEDICAL CENTER,430097,SD,READM-30-HIP-KNEE-HRRP,Not Available,,0.9394,5.9241,6.3061,Too Few to Report,1-Jul-12,30-Jun-15
SANFORD ABERDEEN MEDICAL CENTER,430097,SD,READM-30-PN-HRRP,204,,0.8807,15.432,17.5216,25,1-Jul-12,30-Jun-15
UNICOI COUNTY MEMORIAL HOSPITAL,440001,TN,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
UNICOI COUNTY MEMORIAL HOSPITAL,440001,TN,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
UNICOI COUNTY MEMORIAL HOSPITAL,440001,TN,READM-30-COPD-HRRP,94,,1.0209,15.655,15.3352,16,1-Jul-12,30-Jun-15
UNICOI COUNTY MEMORIAL HOSPITAL,440001,TN,READM-30-HF-HRRP,50,,1.0752,23.002,21.3924,16,1-Jul-12,30-Jun-15
UNICOI COUNTY MEMORIAL HOSPITAL,440001,TN,READM-30-HIP-KNEE-HRRP,Not Available,,1.0379,5.27,5.0773,Too Few to Report,1-Jul-12,30-Jun-15
UNICOI COUNTY MEMORIAL HOSPITAL,440001,TN,READM-30-PN-HRRP,150,,1.0558,16.8229,15.9341,28,1-Jul-12,30-Jun-15
JACKSON-MADISON COUNTY GENERAL HOSPITAL,440002,TN,READM-30-AMI-HRRP,1368,,1.0045,16.3551,16.2821,224,1-Jul-12,30-Jun-15
JACKSON-MADISON COUNTY GENERAL HOSPITAL,440002,TN,READM-30-CABG-HRRP,337,,1.0303,14.523,14.0958,50,1-Jul-12,30-Jun-15
JACKSON-MADISON COUNTY GENERAL HOSPITAL,440002,TN,READM-30-COPD-HRRP,1113,,1.0244,21.6842,21.1671,243,1-Jul-12,30-Jun-15
JACKSON-MADISON COUNTY GENERAL HOSPITAL,440002,TN,READM-30-HF-HRRP,1767,,0.9585,22.0514,23.0066,387,1-Jul-12,30-Jun-15
JACKSON-MADISON COUNTY GENERAL HOSPITAL,440002,TN,READM-30-HIP-KNEE-HRRP,820,,0.8688,4.2368,4.8766,32,1-Jul-12,30-Jun-15
JACKSON-MADISON COUNTY GENERAL HOSPITAL,440002,TN,READM-30-PN-HRRP,1568,,0.9791,18.1832,18.5716,284,1-Jul-12,30-Jun-15
SUMNER REGIONAL MEDICAL CENTER,440003,TN,READM-30-AMI-HRRP,109,,1.0871,19.2303,17.6894,26,1-Jul-12,30-Jun-15
SUMNER REGIONAL MEDICAL CENTER,440003,TN,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
SUMNER REGIONAL MEDICAL CENTER,440003,TN,READM-30-COPD-HRRP,399,,1.2674,25.1975,19.8819,117,1-Jul-12,30-Jun-15
SUMNER REGIONAL MEDICAL CENTER,440003,TN,READM-30-HF-HRRP,220,,0.9561,21.2574,22.2331,44,1-Jul-12,30-Jun-15
SUMNER REGIONAL MEDICAL CENTER,440003,TN,READM-30-HIP-KNEE-HRRP,Not Available,,0.9689,4.4833,4.6274,Too Few to Report,1-Jul-12,30-Jun-15
SUMNER REGIONAL MEDICAL CENTER,440003,TN,READM-30-PN-HRRP,557,,1.1769,20.1803,17.1465,121,1-Jul-12,30-Jun-15
TRISTAR SKYLINE MEDICAL CENTER,440006,TN,READM-30-AMI-HRRP,74,,0.9944,15.3062,15.3922,11,1-Jul-12,30-Jun-15
TRISTAR SKYLINE MEDICAL CENTER,440006,TN,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
TRISTAR SKYLINE MEDICAL CENTER,440006,TN,READM-30-COPD-HRRP,379,,0.9729,20.2804,20.8453,75,1-Jul-12,30-Jun-15
TRISTAR SKYLINE MEDICAL CENTER,440006,TN,READM-30-HF-HRRP,275,,1.0413,22.7153,21.8136,65,1-Jul-12,30-Jun-15
TRISTAR SKYLINE MEDICAL CENTER,440006,TN,READM-30-HIP-KNEE-HRRP,Not Available,,1.0211,4.8542,4.7541,Too Few to Report,1-Jul-12,30-Jun-15
TRISTAR SKYLINE MEDICAL CENTER,440006,TN,READM-30-PN-HRRP,521,,1.1207,19.768,17.6392,109,1-Jul-12,30-Jun-15
UNITY MEDICAL CENTER,440007,TN,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
UNITY MEDICAL CENTER,440007,TN,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
UNITY MEDICAL CENTER,440007,TN,READM-30-COPD-HRRP,61,,1.0437,22.9779,22.0148,17,1-Jul-12,30-Jun-15
UNITY MEDICAL CENTER,440007,TN,READM-30-HF-HRRP,Not Available,,0.9238,20.0567,21.7103,Too Few to Report,1-Jul-12,30-Jun-15
UNITY MEDICAL CENTER,440007,TN,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
UNITY MEDICAL CENTER,440007,TN,READM-30-PN-HRRP,193,,0.8566,13.8691,16.1901,19,1-Jul-12,30-Jun-15
HENDERSON COUNTY COMMUNITY HOSPITAL,440008,TN,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
HENDERSON COUNTY COMMUNITY HOSPITAL,440008,TN,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
HENDERSON COUNTY COMMUNITY HOSPITAL,440008,TN,READM-30-COPD-HRRP,82,,1.0609,19.618,18.4913,20,1-Jul-12,30-Jun-15
HENDERSON COUNTY COMMUNITY HOSPITAL,440008,TN,READM-30-HF-HRRP,Not Available,,0.9446,18.5582,19.6468,Too Few to Report,1-Jul-12,30-Jun-15
HENDERSON COUNTY COMMUNITY HOSPITAL,440008,TN,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
HENDERSON COUNTY COMMUNITY HOSPITAL,440008,TN,READM-30-PN-HRRP,82,,1.0195,15.869,15.5661,14,1-Jul-12,30-Jun-15
CUMBERLAND MEDICAL CENTER,440009,TN,READM-30-AMI-HRRP,Not Available,,0.8671,16.5487,19.0852,Too Few to Report,1-Jul-12,30-Jun-15
CUMBERLAND MEDICAL CENTER,440009,TN,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
CUMBERLAND MEDICAL CENTER,440009,TN,READM-30-COPD-HRRP,365,,0.9419,19.1767,20.3596,66,1-Jul-12,30-Jun-15
CUMBERLAND MEDICAL CENTER,440009,TN,READM-30-HF-HRRP,383,,0.925,20.5726,22.241,74,1-Jul-12,30-Jun-15
CUMBERLAND MEDICAL CENTER,440009,TN,READM-30-HIP-KNEE-HRRP,Not Available,,0.8872,3.9042,4.4008,Too Few to Report,1-Jul-12,30-Jun-15
CUMBERLAND MEDICAL CENTER,440009,TN,READM-30-PN-HRRP,674,,0.9643,17.3436,17.9857,115,1-Jul-12,30-Jun-15
WAYNE MEDICAL CENTER,440010,TN,READM-30-AMI-HRRP,0,7,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
WAYNE MEDICAL CENTER,440010,TN,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
WAYNE MEDICAL CENTER,440010,TN,READM-30-COPD-HRRP,68,,0.968,20.913,21.6047,12,1-Jul-12,30-Jun-15
WAYNE MEDICAL CENTER,440010,TN,READM-30-HF-HRRP,Not Available,,0.9453,20.998,22.2135,Too Few to Report,1-Jul-12,30-Jun-15
WAYNE MEDICAL CENTER,440010,TN,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
WAYNE MEDICAL CENTER,440010,TN,READM-30-PN-HRRP,153,,1.0226,18.1888,17.7861,29,1-Jul-12,30-Jun-15
BLOUNT MEMORIAL HOSPITAL,440011,TN,READM-30-AMI-HRRP,154,,0.9698,16.101,16.6022,23,1-Jul-12,30-Jun-15
BLOUNT MEMORIAL HOSPITAL,440011,TN,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
BLOUNT MEMORIAL HOSPITAL,440011,TN,READM-30-COPD-HRRP,392,,1.0693,20.7917,19.4446,86,1-Jul-12,30-Jun-15
BLOUNT MEMORIAL HOSPITAL,440011,TN,READM-30-HF-HRRP,377,,1.0428,22.655,21.7248,88,1-Jul-12,30-Jun-15
BLOUNT MEMORIAL HOSPITAL,440011,TN,READM-30-HIP-KNEE-HRRP,273,,1.052,5.1286,4.8751,15,1-Jul-12,30-Jun-15
BLOUNT MEMORIAL HOSPITAL,440011,TN,READM-30-PN-HRRP,986,,1.1117,19.1134,17.1927,194,1-Jul-12,30-Jun-15
WELLMONT BRISTOL REGIONAL MEDICAL CENTER,440012,TN,READM-30-AMI-HRRP,397,,0.9817,16.1415,16.4431,63,1-Jul-12,30-Jun-15
WELLMONT BRISTOL REGIONAL MEDICAL CENTER,440012,TN,READM-30-CABG-HRRP,172,,1.0717,15.4204,14.389,29,1-Jul-12,30-Jun-15
WELLMONT BRISTOL REGIONAL MEDICAL CENTER,440012,TN,READM-30-COPD-HRRP,516,,1.0937,23.5975,21.5766,128,1-Jul-12,30-Jun-15
